zone_id,Start_Hour,avg_fare,avg_trip_time_min,demand,income_per_min
11,19,13.640832464372611,10.061751245510369,11508,1.3557115587069652
11,20,13.45703941771434,9.58943661971831,10579,1.403319084464593
11,21,13.745136443294667,10.128927091156918,11983,1.3570180059144556
11,22,13.861631916952582,9.94348699451629,11367,1.394041338274702
11,23,13.736434412069562,9.73120465276978,8683,1.4115862220778368
12,0,18.565507598784194,13.986433637284701,1645,1.32739396476974
12,1,19.47193588937775,13.214802011313639,1591,1.473494334058669
12,2,24.933390394674273,15.425733079727372,2103,1.6163504363654486
12,3,32.870877796901894,18.284810671256455,2324,1.7977149661480825
12,4,36.105981203007524,19.6021679197995,2660,1.8419381647342217
12,5,34.7941467205471,18.114273132317894,3217,1.9208138502930288
12,6,31.954236570521303,17.300335185675223,3779,1.847029911708277
12,7,29.014208555095603,17.267047769235823,5073,1.6803224814602842
12,8,28.546277689300712,18.58186622267265,6907,1.5362438490957377
12,9,27.21725883947271,17.53829411523141,8117,1.5518760639231983
12,10,25.237872078720788,16.731618770733164,8943,1.5083939231789518
12,11,22.836463903743315,15.733197786690432,8976,1.4514826682635313
12,12,21.330373792078156,15.935372199214186,9417,1.3385551040426913
12,13,20.131975651239816,16.41128815683466,11171,1.226715140143075
12,14,20.568924405039663,16.6243700419972,12858,1.237275418742338
12,15,21.601084718340932,18.32687405010541,13598,1.1786562541589949
12,16,21.48824108851251,18.675703351994898,14111,1.1505987583711101
12,17,20.32142226890756,17.891101774042948,14280,1.1358396215928193
12,18,19.041447863116705,16.052364510601294,13033,1.1862082904073954
12,19,17.831018318534518,14.654178332400075,12501,1.2167873158135736
12,20,16.708528294535892,13.733826823804423,10267,1.216596692887922
12,21,15.923647189144281,13.664529677836242,7222,1.16532713269834
12,22,15.66034831161925,11.990534432331827,3761,1.3060592419794042
12,23,17.007766287487073,12.946483971044467,1934,1.3136977055334784
13,0,18.302811778290994,14.149682448036952,1732,1.2935139601546481
13,1,18.628476953907818,13.99393230906257,1497,1.3311824398238574
13,2,19.597530413625304,14.475800892133009,1644,1.3538132058914778
13,3,24.4902398989899,15.149810606060605,1584,1.6165376938238887
13,4,25.198976545842218,14.420547263681593,2345,1.7474355227354161
13,5,25.384730441832183,14.443885961356573,2467,1.7574723664910494
13,6,23.938971486761712,14.093431771894094,2946,1.698590653732907
13,7,22.626358443964186,15.852665431717607,3239,1.4272904794101027
13,8,21.46245869776482,16.111264982183346,4116,1.3321398860672389
13,9,19.276635220125787,14.559478097760124,6042,1.3239921850695573
13,10,18.961621991247267,14.415385667396063,7312,1.3153738948610743
13,11,18.90785529010239,14.581658703071671,7325,1.2966875494157186
13,12,18.60075064267352,14.954496572407884,7780,1.2438232576142507
13,13,18.95377659574468,15.615513033066224,7238,1.2137786671247754
13,14,19.29628211586902,16.379727120067173,7940,1.1780588268914876
13,15,19.930148988518315,16.939851011481682,7316,1.1765244555580705
13,16,20.61536318553092,17.31785540645663,6856,1.1904108621812883
13,17,20.51100544911232,16.939418175426262,5689,1.2108447431132732
13,18,20.966821089786016,16.231542760497096,4533,1.2917331025867256
13,19,20.013752196836556,15.115158172231986,3414,1.3240848669121943
13,20,19.67005115961801,14.441780354706685,2932,1.362023980181044
13,21,18.87762860727729,13.896821413634465,2391,1.3584134130669658
13,22,18.13594103194103,13.371981981981982,2035,1.3562642438778503
13,23,18.311497753369945,13.404335163920786,2003,1.3660877268017975
14,0,19.714504909983635,12.918180578286961,4888,1.5261053822950905
14,1,20.249777006937563,12.221444499504459,4036,1.6569053688996114
14,2,21.60101072705602,13.039904648390943,4195,1.6565313404896311
14,3,30.049206655413553,16.069785387026766,4147,1.8699195995282214
14,4,37.74810410203378,18.80522808227048,5802,2.0073196632814354
14,5,32.6799830667921,16.034609595484476,5315,2.0380903490157407
14,6,31.183009223674098,16.182859338970022,6505,1.9269159158160722
14,7,28.508992774722312,16.568305834142134,9273,1.7206945031141403
14,8,25.503750117691368,15.702112167718044,10621,1.6242241709446263
14,9,21.984896163322773,14.26122550745043,11364,1.5415853393410897
14,10,22.569454951856947,14.404428874369556,11632,1.5668413616881256
14,11,23.30264562505164,15.33226059654631,12103,1.5198440881118802
14,12,22.839202649450826,15.70950504457673,11927,1.4538461004750385
